1.637957165348824518e-02,2.807442113065156786e+00,-3.125354713768225601e+00,-7.291514690555013223e-01,2.152091639799407652e+00,-1.473458683850672912e+00,-1.154106457757492432e+00,8.389947528072850824e-01,2.535362364411289260e+00,-1.086133394363906657e+00,-7.547693313983112606e-01,-7.383971685514794103e-01,4.750081140633274579e+00,3.717536351255437133e+00,2.706891626394090977e+00,6.565168785972551602e-01,1.253526579023611642e+00,2.534244447856358384e+00,-1.590917576284065271e+00,1.998909376129575755e+00,-2.131597135173321167e+00,-8.417755417079741953e-02,2.542078832860512172e+00,-1.428757190384147169e+00,-2.381168243207323343e-01,-1.464983322961465273e+00,-4.345529299020147174e-01,-4.757601479283231072e+00,-2.011606277666739828e+00,-1.189791298816459397e+00,1.576686133989590122e+00,-2.951806607433668517e-01,4.838057024578732920e-03,2.169978608873884163e+00,-4.952117831153881600e-01,1.482166450472394814e+00
5.756013866996625428e-01,-2.011184061399359096e-02,4.067020952094133612e+00,7.019506725249239354e-01,1.663851210093489019e+00,3.804843675446519580e+00,-2.199945049374123052e+00,-1.765939957348420908e+00,2.964310782708981851e+00,-1.356706649909806162e+00,5.046149151566137192e-02,1.817837148021392624e+00,1.514200865198390256e+00,2.983306509367885884e+00,2.542595032956897594e+00,1.817967538499752456e+00,-1.313604814220225458e+00,1.351266535248470735e+00,1.534262390661673914e+00,-2.254651281898774950e+00,2.409408379010649082e+00,1.372302108783562957e+00,7.733313707286516847e-02,-3.962565036735029578e-01,-1.037111945991337603e+00,1.339190925049675407e+00,7.963465030575952452e-01,-1.412963473213574517e+00,1.975746883469199799e+00,-1.865245179021158162e+00,-3.609270595072150645e+00,2.767536054517591104e+00,3.142777352264172208e-01,-2.142502950321257260e-01,-1.423778428802590534e+00,-2.730136693219584743e+00
3.823619229851497270e+00,1.372423916558238588e+00,4.649111505803180666e-01,-8.460340819156730863e-01,-2.451853774247769735e-01,-1.061289322861788342e+00,3.548092711299914992e+00,1.279550091390702526e+00,1.955349422329274667e+00,-2.154498483317386803e+00,1.307759720314906726e+00,2.002365295974582793e+00,4.304817047138730368e-01,1.752894580166961758e+00,-8.437654504098031083e-01,-2.317901625851593206e+00,1.644981040532831340e+00,-6.445999387733386543e-01,1.091492971762113351e+00,-3.362409483584763326e+00,1.210849880299880832e+00,5.417116676357834670e+00,9.581358315664829650e-01,1.058041619146730561e+00,3.052341238857545491e-01,-3.165358708346038163e+00,7.244492874735268817e-01,-2.729196564827140126e+00,2.729446831895325776e-01,2.112878234326352800e+00,-1.249868825370129999e+00,8.521232822645800065e-01,1.721656391725829849e+00,1.473859455363199622e+00,-1.330612399160833181e+00,4.347920319025964098e-01
2.052705172651357601e-01,1.271966549218291664e+00,2.734774645637490842e+00,5.406049335844311798e-01,2.380980260960594563e+00,1.849558246270794015e+00,8.063904063820604984e-01,-9.586706835950031813e-01,-1.695446496919031043e+00,-1.870073291455184972e+00,-2.859432559785095584e-01,5.468671789725851884e-01,1.293613968318160223e+00,5.498970413567217941e-01,-9.332236635327595398e-01,3.070149186885207548e+00,3.582071560173617719e+00,-6.018001916752946379e-01,-1.399833390175631909e+00,2.213654220685482843e-01,2.154407696592399724e+00,5.657004613319990272e-01,9.461327983470751990e-01,-3.605362078685637184e-01,7.756605218437921945e-01,2.625725567475435174e+00,-4.074369285121082762e-01,2.436231452633833283e-01,4.314880101343664953e-01,4.823331048107634134e-01,-2.400211089321086622e+00,-3.190676714985620777e+00,-1.733413620567126667e+00,2.855019021828358872e-01,9.415554822054590378e-01,-9.021467516151608912e-01
2.278455476693307113e-01,1.197605925874125843e+00,1.131610844450963160e+00,-5.273189990363031932e-01,3.590228420013496624e+00,-8.615449776257597669e-01,1.346859239540410536e-01,-4.664741749879993682e-01,-1.783285851441428260e+00,-1.277049995555135653e-01,-2.593834145970772553e-01,1.239423135692887951e-01,6.852461340729238959e-01,2.502279927254561720e+00,5.225531716666046433e-01,-1.039083078518202363e+00,3.342463217766773464e-01,2.379627803947581555e-01,1.588834100856569842e-01,2.481301755988315261e+00,2.372099980586822809e+00,3.898089253881558136e-01,6.730838208346290319e-02,-3.346992826915359487e+00,-9.331647026477740692e-01,-1.662698100343282137e+00,-6.032015787611918478e-01,6.656932119951888271e-01,1.301226959638279279e+00,-5.094561198082184217e-02,3.392895888504732782e-01,-2.144002144926858977e-01,3.349321853239093372e-01,-4.492793513462831179e+00,5.422010674237178751e-01,8.115537742098881679e-01
3.741193568669117564e+00,1.170104781377550252e+00,-1.072232655358269261e-02,-3.513259154358630565e-01,-1.470878868496297842e-01,-1.556022018904763771e+00,-1.618443167386161008e-01,4.737619784359924369e-01,9.852207464744904275e-01,9.854726245453671041e-01,-4.672918291620888898e-01,-2.407339829287281407e+00,-1.137474464596857304e+00,2.740728172781059513e+00,1.523299132796911204e+00,6.283532967170959438e-01,-1.294200216092210587e+00,6.196763455422550464e-03,-2.134636765626219290e+00,-9.382926886833251601e-01,-4.168456808648315914e-01,3.852121158291379466e-01,2.626223282795220548e+00,-1.411834053860268945e+00,-1.471234861575761999e+00,-2.336969550737772572e+00,-2.103500461569351554e+00,2.108950239593030962e-01,-1.720748906195661565e+00,1.281576924023982267e+00,-4.195868207998283972e-01,1.169401652941617353e-01,5.483804545952464249e-01,2.619169155722951281e-01,2.755215516780741947e+00,6.696173645630204563e-01
4.944864586223697289e-01,4.754265392685343983e-01,4.249488970744028649e-01,-6.563233443555631652e-01,1.740988809930648085e+00,4.577731185306871398e-01,1.071829651832860497e+00,-3.659238855500916987e+00,-2.490697577493416581e+00,6.178574556295487463e-01,4.166976894678889209e+00,1.419599869579102114e+00,-1.160166588139966759e+00,-2.876489106142524843e+00,1.262566575974751082e+00,-1.369914774730163765e-01,2.004197170420455087e+00,1.960078277583447715e-01,5.039297270484190128e-02,5.029663258018399752e+00,-1.042093377748426648e-02,7.292831442694497346e-01,7.935372518131624808e-01,7.987581596983206467e-03,1.683225921016031412e+00,-6.013823674282936516e-01,1.081102599595801905e+00,4.838251506830458792e-01,3.072275965625124616e+00,7.143053148802142038e-01,-2.062754127611000410e+00,-2.255029234591699350e+00,2.394227548330732258e+00,-3.480836554955102358e-02,-1.245024385642408582e+00,-1.383516197785892299e-01
-4.730418463913361737e-01,-1.133572764954082990e+00,-1.127022784904431862e+00,-1.013356475469828322e+00,-1.580783557948219453e+00,2.159813976675725167e-01,-6.033450139581445493e-01,-1.603148621456200740e-01,-2.811286326244989642e+00,2.130671109655192463e+00,-1.259434009592672599e+00,4.726573104388806512e-01,-8.271032083020879444e-01,1.136138673460596937e+00,2.624915003784179746e+00,-1.491943097267013796e+00,-2.270316740485113893e+00,1.182838442537333057e+00,3.188860929413179779e+00,7.066807178171378157e-01,2.729255165155206608e-01,2.393593036337321678e+00,2.300593238194930557e+00,-4.092810173937173612e-01,-1.120557228184301035e+00,1.038910035095048423e+00,-2.448226907164975374e-01,2.238229512968038737e+00,-1.973816501188891959e-01,1.276036858676418140e+00,5.824845683276872466e-01,-2.149438583063783825e-01,1.999048312118832049e+00,2.156121605874630198e+00,-7.084441607495768345e-01,2.088371756713740091e+00
-4.227149456544546102e-01,-1.138400150993991833e+00,-2.312660564809670971e-02,2.166541166289946752e+00,-3.900361092838708910e-01,-1.288807853253307822e+00,-6.387748486692748084e-01,-2.345532463719874894e+00,8.894713501804737410e-01,-7.253726089894618756e-01,-1.984183135736371284e+00,-5.926327750554668539e-01,-3.274454758499538154e-01,7.635305427115187671e-01,-2.471180233621576017e-01,3.176834976627674223e+00,1.182034523837010020e-01,-1.060775325899211280e-01,8.250519557534600201e-01,-4.804682534919400005e-01,2.421234945219979950e-01,9.200932052360435431e-01,2.278167796011938862e+00,-2.667735416570587770e+00,1.324171145295947039e-01,2.387885769011866000e-01,1.594345505514900063e+00,-6.063272038246846352e-01,-3.221798508234841929e+00,1.491417885731798898e-01,-5.727169361959653926e-02,1.305577661811236023e+00,-7.682768976651195292e-01,2.922358957843655514e+00,-5.505616324350885993e-01,-3.201046594392336631e-01
-2.210437046657586002e+00,-1.918161931909049489e+00,3.175954716230749986e-01,1.144935172767152176e+00,-7.033866983461061206e-01,1.149137768105061630e+00,-1.677566611793547269e+00,1.100794927621001396e+00,2.964869847918417012e+00,-1.645165472689112285e+00,7.132650490221706940e-01,3.517767827815421189e-01,-2.827609476179378856e+00,-1.001249929000153971e+00,2.922958239020181814e+00,2.296320432239878084e-01,-2.060857236923308022e+00,1.174321363956592812e+00,1.854909929656004541e-01,6.120862377374225449e-01,6.407641945439720432e-01,-1.901782521947473770e+00,1.342707659048307578e+00,-1.712764962099799337e+00,-1.219835972780787703e+00,-5.008092791274627587e-01,-5.883530575674305041e-01,1.859853659501460588e-01,-1.313392345033147945e+00,1.266192831071696778e+00,4.274891128741101776e-01,-1.811569656793545757e-01,2.511287959911254308e+00,1.973816207999022021e+00,-1.677639845761728643e-01,-3.654711764386144868e-01
